SEASON,EPISODE,SPEAKER,TEXT
1,6,,
1,6,MAC,"Well, it might be difficult to find-"
1,6,,
1,6,DENNIS,I could rustle up some folks to stop by. He had so many friends around the bar. We could pack that service. They’d be happy to attend.
1,6,,Mac looks to Dennis. Who the fuck is he gonna “rustle up”?
1,6,,
1,6,REBECCA,That would be so amazing.
1,6,,Rebecca puts her hand on his shoulder. Dennis looks to Mac and smiles.
1,6,,END OF ACT I
1,6,,2200..
1,6,,ACT II
1,6,,FADE IN:
1,6,,INT. SWEET DEE’S APARTMENT - HALLWAY - NEXT DAY D/3
1,6,,Charlie is standing in the hallway outside Sweet Dee’s apartment. She answers.
1,6,,
1,6,CHARLIE,"Hey, I need your car."
1,6,,
1,6,SWEET DEE,"Oh come on, Charlie, I wasn’t serious."
1,6,,
1,6,CHARLIE,"You promised, Sweet Dee."
1,6,,
1,6,SWEET DEE,Fine.
1,6,,She dangles the keys in front of him.
1,6,,
1,6,SWEET DEE,Where are you going?
1,6,,
1,6,CHARLIE,I’m not supposed to say.
1,6,,
1,6,SWEET DEE,Tell me or you’re not getting the car.
1,6,,He grabs the keys.
1,6,,
1,6,CHARLIE,I’m going back to see Pop-Pop.
1,6,,
1,6,SWEET DEE,What the hell are you talking about? He’s my Pop-Pop. You’re going to see my Pop- Pop without me?
1,6,,
1,6,CHARLIE,Yeah.
1,6,,
1,6,SWEET DEE,You can’t do that. You can’t go alone. This was supposed to be my thing. I’m supposed to be the one feeling better about myself. I’m going with you.
1,6,,2211..
1,6,,
1,6,CHARLIE,No you’re not. It’s just supposed to be me and him. I promised.
1,6,,
1,6,SWEET DEE,But I wanna see my Pop-Pop!
1,6,,
1,6,CHARLIE,I’m not stopping you.
1,6,,He walks off.
1,6,,INT. HOMELESS SHELTER - LATER - D/3
1,6,,Mac and Dennis walk into a homeless shelter. They’re wearing suits.
1,6,,
1,6,MAC,"I don’t know about this, Den."
1,6,,
1,6,DENNIS,"Hey, if you wanna back down now, Mac, be my guest. I’ll be happy to take all the credit."
1,6,,
1,6,MAC,I’m not backing down.
1,6,,
1,6,DENNIS,"Alright, then."
1,6,,Dennis approaches a HOMELESS MAN.
1,6,,
1,6,DENNIS,"Hey, bud. You wanna make twenty bucks?"
1,6,,
1,6,HOMELESS MAN,Sure.
1,6,,
1,6,DENNIS,You got some nicer clothes?
1,6,,
1,6,HOMELESS MAN,I sleep on a subway grate.
1,6,,
1,6,DENNIS,Right.
1,6,,INT. FUNERAL HOME - LATER - D/3
1,6,,The body of Rebecca’s grandfather is on display in his coffin. A few people mill about.
1,6,,2222..
1,6,,Mac and Dennis enter the funeral home. They’re flanked by the five or six transients that they picked up at the mission.
1,6,,
1,6,DENNIS,"Alright, guys, go mingle."
1,6,,The transients make a bee line right to the free food and booze.
1,6,,
1,6,MAC,Have you ever considered the possibility that some of our actions are in bad taste?
1,6,,
1,6,DENNIS,Oh absolutely.
1,6,,Rebecca spots them and approaches.
1,6,,
1,6,REBECCA,"Hey, guys."
1,6,,
1,6,DENNIS/MAC,"Hey, Rebecca."
1,6,,
1,6,REBECCA,I see you were able to bring some of my grand-father’s... friends.
1,6,,Two of the transients are already fighting over a piece of roast beef.
1,6,,
1,6,DENNIS,Some of his closest actually.
1,6,,INT. STORAGE FACILITY - SAME TIME - D/3
1,6,,Charlie is fishing through a bunch of old man shit. He finds the box he’s looking for. He cuts it open and looks inside. His eyes go wide.
1,6,,
1,6,CHARLIE,Holy shit.
1,6,,INT. FUNERAL HOME - MOMENTS LATER - D/3
1,6,,Rebecca talks with Mac and Dennis.
1,6,,2233..
1,6,,
1,6,REBECCA,"So, at some point, I’d really appreciate it if you guys would say a couple of things. I mean, maybe, tell a funny story or something."
1,6,,Dennis takes out a piece of paper.
1,6,,
1,6,DENNIS,"I actually have a little something prepared. Mac, do you have something prepared? Oh, no, that’s right. You’re not a very good public speaker."
1,6,,He gets all flustered and his stutter from third grade comes back. You know what? I’ll take care of it.
1,6,,Mac’s cell phone rings.
1,6,,
1,6,DENNIS,Oh and that’s your cell phone. You gonna answer that buddy?
1,6,,MAC
1,6,,I don’t wanna be rude.
1,6,,
1,6,DENNIS,"It’s gotta be important, right? I mean, you know, since you left the ringer on and you’re at somebody’s funeral."
1,6,,Mac is about to explode.
1,6,,
1,6,MAC,Excuse me one sec.
1,6,,He steps away from Dennis and Rebecca.
1,6,,
1,6,MAC,"What do you want, Charlie?"
1,6,,
1,6,CHARLIE,"Mac, you gotta come to my apartment. Right now."
1,6,,
1,6,MAC,I can’t. I’m in the middle of something.
1,6,,
1,6,CHARLIE,I don’t care what you’re doing. Get over here right now. It’s an emergency.
1,6,,2244..
1,6,,"He hangs up. Mac, intrigued, walks back over to Dennis and Rebecca."
1,6,,
1,6,MAC,I gotta go. It’s an emergency.
1,6,,
1,6,DENNIS,"Oh, that’s a shame, bud. I’ll catch you at home."
1,6,,Mac walks off. Dennis smiles at Rebecca.
1,6,,
1,6,DENNIS,That guy is just so unreliable.
1,6,,INT. CHARLIE’S HALLWAY - LATER - D/3
1,6,,Mac is banging on Charlie’s door.
1,6,,
1,6,CHARLIE,Who is it?
1,6,,
1,6,MAC,"It’s Mac. This better be good, dude."
1,6,,Charlie opens the door. He’s dressed head to toe in a NAZI OFFICER’S UNIFORM.
1,6,,
1,6,MAC,Holy shit.
1,6,,INT. SWEET DEE’S - SAME TIME - D/3
1,6,,"Sweet Dee is in her bedroom. She’s watching “Cocoon”. It’s at the scene where all the old people are getting kicked out of the pool and Brian Deheney’s skinny, alien buddy dies because they sucked the life force out of him. She’s crying her eyes out. She thinks."
1,6,,
1,6,SWEET DEE,Oh screw it.
1,6,,EXT. BUS STOP - LATER - D/3
1,6,,"Dee stands out at the bus stop, waiting."
1,6,,INT. CHARLIE’S APARTMENT - SAME TIME - D/3
1,6,,Charlie is rummaging through Pop-Pop’s box.
1,6,,2255..
1,6,,
1,6,CHARLIE,There’s medals and all sorts of awards and shit. This guy was like king Nazi.
1,6,,
1,6,MAC,How the hell is this possible?
1,6,,
1,6,CHARLIE,He must’ve escaped after the war and came here. I dunno.
1,6,,
1,6,MAC,Maybe it’s just collectors crap or something.
1,6,,
1,6,CHARLIE,There’s photographs. Look at this!
1,6,,"Charlie hands him a photo. It’s a grainy, black & white but the image is still obvious: A young Pop-Pop (who looks exactly like Dennis) is standing proudly giving the old seig heil to a couple of other German scumbags."
1,6,,
1,6,MAC,Holy shit! He looks exactly like Dennis!
1,6,,
1,6,CHARLIE,I know.
1,6,,
1,6,MAC,What are we gonna do?
1,6,,
1,6,CHARLIE,Pop-Pop wants me to bring it to him so he can be buried in it.
1,6,,
1,6,MAC,"You can’t do that. Screw that old bitch, he’s a Nazi. Let’em die and burn in hell."
1,6,,
1,6,CHARLIE,"Well, what do you wanna do?"
1,6,,Mac thinks.
1,6,,
1,6,MAC,Let’s sell this shit on Ebay.
1,6,,
1,6,CHARLIE,"No, no, no. We can’t do that."
1,6,,2266..
1,6,,
1,6,MAC,Why not?
1,6,,
1,6,CHARLIE,"This is Nazi memorabilia. It’s illegal and immoral, dude."
1,6,,Mac thinks again.
1,6,,
1,6,MAC,We could sell it to a museum.
1,6,,Charlie thinks.
1,6,,
1,6,CHARLIE,I could live with that.
1,6,,INT. FUNERAL HOME - SAME TIME - D/3
1,6,,"Dennis is standing in front of the seated crowd of “mourners”, giving his speech."
1,6,,
1,6,DENNIS,"As we all know, Lionel could be a bit of a curmudgeon. But, boy, did he have the heart of a lion. There was this one Christmas Eve, years ago...I was over at his house making him dinner, and we got to chatting about the spirit of giving. And finally I just said to him, “You know what, Lionel? We should go down to the shelter and put that spirit into action.” So we did. We went down to that mission and not only did we feed every last one of those poor, starving, people, but we decided that in the spirit of Christ, we would wash the feet of every man, woman, and child there. It was the greatest day of their lives."
1,6,,Dennis locks eyes with Rebecca. She’s tearing up. He smiles.
1,6,,INT. MUSEUM - LOBBY - D/3
1,6,,Charlie and Mac enter the lobby.
1,6,,
1,6,MAC,"Alright listen, dude. This is gonna be a negotiation, so we need to play it cool."
1,6,,2277..
1,6,,
1,6,CHARLIE,Cool. Got it.
1,6,,
1,6,MAC,This prick’s gonna low ball us and try to bluff his way into the right price. We need to be able to call his bluff.
1,6,,
1,6,CHARLIE,Call his bluff. Okay.
1,6,,INT. MUSEUM CURATOR’S OFFICE - LATER - D/3
1,6,,Mac and Charlie sit across from a snooty MUSEUM CURATOR.
1,6,,
1,6,MAC,"We are gonna make your day today, sir."
1,6,,
1,6,CURATOR,Is that right?
1,6,,
1,6,CHARLIE,We’ve gotten our hands on a little something here that needs to be in this museum. An important piece of human history.
1,6,,Mac pulls out the Nazi uniform.
1,6,,
1,6,CURATOR,What the hell is that?
1,6,,
1,6,MAC,"This is an authentic Nazi officer’s uniform, circa 1942."
1,6,,
1,6,CHARLIE,Notice the stitching and the fine attention to detail.
1,6,,The curator is not impressed.
1,6,,
1,6,CURATOR,Where did you get this?
1,6,,
1,6,MAC,Let’s just say that it found its way to us and leave it at that.
1,6,,
1,6,CURATOR,"Okay. I find this offensive for so many reasons. First off, I’m guessing you acquired this through illegal means."
1,6,,((MMOORREE))
1,6,,2288..
1,6,,
1,6,CURATOR,"For me to take this from you would be an extension of that. And secondly, that you would expect it would make my day assumes that I’m interested in profiting from the murder of millions of innocent people."
1,6,,
1,6,MAC,How much will you give us for it?
1,6,,
1,6,CURATOR,Nothing.
1,6,,
1,6,CHARLIE,Nothing?
1,6,,
1,6,CURATOR,That’s right. We’re not in the business of black market memorabilia acquisitions.
1,6,,
1,6,MAC,"Well, maybe we’ll take this to other museums and see what they think."
1,6,,
1,6,CURATOR,That would not be a good idea.
1,6,,
1,6,CHARLIE,Why not?
1,6,,
1,6,CURATOR,Because I plan to call the police the minute you guys leave my office.
1,6,,The negotiation is not going well. Mac and Charlie look to each other.
1,6,,
1,6,MAC,Could you give us a sec?
1,6,,Mac and Charlie turn around and speak in whispers.
1,6,,
1,6,MAC,I think he’s bluffing.
1,6,,
1,6,CHARLIE,Call him on it.
1,6,,Mac turns back.
1,6,,
1,6,MAC,Maybe we’ll burn this shit. What do you think about that?
1,6,,2299..
1,6,,
1,6,CURATOR,I think that would be an excellent idea.
1,6,,There’s a tense stand off between them.
1,6,,
1,6,CHARLIE,I’ll get the gasoline.
1,6,,INT. NURSING HOME HALLWAY - LATER - D/3
1,6,,Sweet Dee walks down the nursing home hallway. She’s trying desperately to keep it together. She finds Pop- Pop’s room.
1,6,,INT. POP-POP’S ROOM - CONTINUOUS - D/3
1,6,,Sweet Dee enters.
1,6,,
1,6,SWEET DEE,"Hey, Pop-Pop."
1,6,,
1,6,POP-POP,Deandra. What are you doing here? Where’s Dennis?
1,6,,
1,6,SWEET DEE,"I came alone, Pop-Pop. I wanted to see you."
1,6,,
1,6,POP-POP,Oh. Do you know where Dennis is? He was supposed to be here hours ago.
1,6,,
1,6,SWEET DEE,"No. I thought we could spend some time together. You know, just me and you. I brought some books we could read together."
1,6,,Pop-Pop sighs. This is the last thing he wants to do.
1,6,,
1,6,POP-POP,"Okay, fine. Come here and sit down. Let me get a look at you."
1,6,,"Sweet Dee freezes up. She doesn’t wanna go near him, but really makes the effort."
1,6,,
1,6,POP-POP,Come closer.
1,6,,3300..
1,6,,"Sweet Dee leans in, hesitantly. He grabs her face with his creamy, clammy, bony hands."
1,6,,
1,6,POP-POP,Deandra. You are just as beautiful as I remembered. Look at these old wrinkled hands of mine against your young face.
1,6,,"Sweet Dee is in a panic. He rubs his hands all over her face, brushing back her hair. She throws up a little in her mouth. She tries to pull away."
1,6,,
1,6,POP-POP,"Oh and these teeth! Look how straight, and white!"
1,6,,He puts his fingers in her mouth. She breaks free.
1,6,,
1,6,SWEET DEE,"Yeah, yeah, totally, uh huh...is there a bathroom in here Pop-Pop? I really have to go to the bathroom."
1,6,,
1,6,POP-POP,It’s just don the hall.
1,6,,Sweet Dee storms out. Pop-Pop smiles.
1,6,,INT. NURSING HOME - HALLWAY - MOMENTS LATER - D/3
1,6,,Sweet Dee storms out of Pop-Pop’s room. She holds her hand over the vomit that’s spewing violently out of her mouth.
1,6,,EXT. PADDY’S BACK ALLEY - LATER - D/3
1,6,,Charlie and Mac are in the back alley with the box of Nazi shit. Charlie pours lighter fluid all over it.
1,6,,
1,6,CHARLIE,"It’s the right thing to do, Mac."
1,6,,
1,6,MAC,I guess. It just seems like a shame.
1,6,,
1,6,CHARLIE,"Well, if we sell it there’s a chance we go to jail. If we give it away, then we get nothing anything, so we may as well burn it. It’s always fun to burn things."
1,6,,3311..
1,6,,
1,6,MAC,"That’s true. And we should really keep this whole thing from Dennis, anyway, right? I mean there’s no reason to tell him about his grandfather. He hates the guy anyway and it might just screw with his head to find out the truth."
1,6,,
1,6,CHARLIE,I agree.
1,6,,Charlie lights a match and throws it on the box. It burns.
1,6,,
1,6,CHARLIE,"Everything’s in there, right?"
1,6,,
1,6,MAC,...right.
1,6,,
1,6,CHARLIE,"Wait a second, did you keep something?"
1,6,,
1,6,MAC,"Just a little memento, dude. It’s not a big deal."
1,6,,
1,6,CHARLIE,We said we were gonna burn all of it dude! How could you take something out?!
1,6,,
1,6,MAC,"Relax, Charlie!"
1,6,,Dennis comes out the back door of Paddy’s.
1,6,,
1,6,DENNIS,"Oh hey, there you guys are. What’re you doing?"
1,6,,
1,6,MAC,Oh...uh...just...
1,6,,
1,6,CHARLIE,We were just burning some trash.
1,6,,
1,6,DENNIS,Oh cool. So you wanna know what happened with that girl?
1,6,,
1,6,MAC,No. I don’t.
1,6,,3322..
1,6,,
1,6,DENNIS,"Oh come on, dude. Can’t take the competition? Can’t take your buddy Dennis beating you?"
1,6,,
1,6,MAC,"I don’t wanna hear about it, dude. I give up. You win."
1,6,,
1,6,DENNIS,"Oh, no you didn’t give up. It’s too late for that. I won fair and square. We went head to head and I was the better man, just as I predicted. I just came from her house where we made sweet, passionate love."
1,6,,"Mac reaches into his pocket, pulls out a grainy, black and white photograph and unfolds it. He hands it to Dennis."
1,6,,
1,6,MAC,"Your grandfather is a Nazi, dude."
1,6,,He walks off.
1,6,,FADE OUT.
1,6,,END OF ACT II
1,6,,3333..
1,6,,TAG
1,6,,FADE IN:
1,6,,INT. CHARLIE’S APARTMENT - DAYS LATER - D/4
1,6,,"We hear the sounds of cartoons playing in the background. We pan around the room until we find Charlie, sitting in his underwear, eating cereal. We pan up a little further. He’s wearing the Nazi cap."
1,6,,FADE OUT.
,,,
3,4,,COLD OPEN
3,4,,"Title: 1:30 PM Title: On a Wednesday Title: Philadelphia, PA OVER TITLES WE HEAR:"
3,4,,
3,4,FRANK,Hand me the walkie.
3,4,,
3,4,MAC,"I’m finding this whole thing a bit confusing, Frank."
3,4,,
3,4,FRANK,"Mac, just hand me the walkie-talkie."
3,4,,FADE IN:
3,4,,INT. BACK OFFICE - DAY (DAY 1)
3,4,,Frank is hanging out of an air duct in the ceiling.
3,4,,
3,4,MAC,Why did you hide your will in the ceiling?
3,4,,
3,4,FRANK,I didn’t. Charlie did.
3,4,,
3,4,MAC,Okay. Why did Charlie hide your will in the ceiling.
3,4,,
3,4,FRANK,Because I didn’t wanna crawl around in these goddamn vents. Gimme my guns.
3,4,,Mac pulls out Frank’s gun.
3,4,,
3,4,MAC,Right. I wanted to talk to you about this. I don’t think you should be walking around with this thing anymore. It always gets you into trouble.
3,4,,22..
3,4,,
3,4,FRANK,It recently occurred to me that Dennis and Dee stand to lose a lot of money now that they’re not my kids. They might try to rub me out.
3,4,,
3,4,MAC,"I think you’re being a bit paranoid here, buddy. You could just go to a lawyer and--"
3,4,,
3,4,FRANK,Don’t over think this. It makes sense. Gimme the gun.
3,4,,Mac hands him the gun.
3,4,,
3,4,MAC,Alright.
3,4,,
3,4,FRANK,It’s dark up here. You sure you can make sense of Charlie’s map?
3,4,,Mac opens a map which looks to have been drawn by a child.
3,4,,
3,4,MAC,"Frank, I understand the subtleties of Charlie’s illiteracy better than anyone. I can guide you right to it."
3,4,,
3,4,FRANK,Then you shall be handsomely rewarded.
3,4,,They hear a noise from out in the bar.
3,4,,
3,4,FRANK,Shit. They’re here. Seal me up.
3,4,,"Mac does. INT. PADDY’S - SAME (DAY 1) Dennis, Charlie and Dee enter."
3,4,,
3,4,DEE,You’re not the boss of me.
3,4,,
3,4,CHARLIE,"Uh, excuse me, I’m your big brother."
3,4,,
3,4,DENNIS,Where is this coming from?
3,4,,33..
3,4,,
3,4,CHARLIE,"Well, last night Frank was mumbling your names in his sleep. Talking about his rotten kids this and rotten kids that, and it dawned on me. If Frank is my dad your dad that makes me your brother and in turn, your boss so go get me a beer before I give you a serious noogie."
3,4,,
3,4,DENNIS,"Dude, if you try and give me a noogie, I swear to god, I will yank your underwear over your head so hard your ass hole will rip in half."
3,4,,
3,4,CHARLIE,"Noogies and atomic wedgies... I mean, if this isn’t little brother, big brother behavior, then I don’t know what is."
3,4,,Mac walks out from the office.
3,4,,
3,4,MAC,"Hey-O. What’s up, bitches?"
3,4,,
3,4,CHARLIE,"Hey, Mac, can an asshole really rip in half?"
3,4,,"The front door opens. Suddenly, three MEN IN SKI MASKS rush through the door, carrying duffle bags."
3,4,,
3,4,MAN IN SKI MASK,Are they behind us?!
3,4,,
3,4,MAN IN SKI MASK #2,Yeah!
3,4,,
3,4,MAN IN SKI MASK,"Quick, block up the windows!"
3,4,,
3,4,MAC,"Whoa, whoa! What’s going on?!"
3,4,,They pull out shotguns.
3,4,,
3,4,MAC,Oh shit!
3,4,,
3,4,CHARLIE,Don’t shoot! Take what you want!
3,4,,
3,4,MAC,Take the cash register!
3,4,,44..
3,4,DENNIS,
3,4,,Take the girl.
3,4,,
3,4,DEE,What?! What do you mean take the girl?!
3,4,,
3,4,DENNIS,"Dee, don’t argue! Just go!"
3,4,,
3,4,CHARLIE,"He’s right, sis. You better go with them!"
3,4,,
3,4,DEE,They’re not trying to take me anywhere!
3,4,,
3,4,MAC,"Don’t try to be a hero! Just do what they say, Dee!"
3,4,,
3,4,DEE,They haven’t said anything!
3,4,,
3,4,CHARLIE,"Sis, if you keep arguing with them, we’re all gonna die!"
3,4,,Two of the ski mask guys run around blocking up the windows. One stares menacingly.
3,4,,
3,4,MAN IN SKI MASK #2,We don’t want the girl.
3,4,,
3,4,MAC,Then take the cash!
3,4,,
3,4,MAN IN SKI MASK #2,We don’t want the cash.
3,4,,
3,4,CHARLIE,What the hell do you want?
3,4,,The three walk to the front of the gang. They remove their ski masks. It’s: The MCPOYLES (with sister).
3,4,,
3,4,LIAM,We’re taking you bitches hostage.
3,4,,CUT TO:
3,4,,55..
3,4,,MAIN TITLES
3,4,,Title: “The Gang Gets Held Hostage” Title: “It’s Always Sunny in Philadelphia”
3,4,,66..
3,4,,ACT I
3,4,,INT. PADDY’S - LATER (DAY 1)
3,4,,Liam is on the bar phone. Some time has passed.
3,4,,
3,4,LIAM,"Yeah, that’s right. A gassed up boat. One hundred thousand clams in a briefcase. And a Planet Hollywood jacket. One of those reversible, leather ones."
3,4,,The gang is busy barricading up the front windows.
3,4,,
3,4,DENNIS,Is this really happening?
3,4,,
3,4,MAC,Taken hostage by McPoyles. It’s pathetic. We should just bum-rush them.
3,4,,
3,4,LIAM,"Hey! I’m the one making the demands here, pig! And if I don’t get these demands met in one hour I am going to kill one of the hostages!"
3,4,,He slams down the phone and walks to the gang.
3,4,,
3,4,LIAM,"You hear that? In one hour, I’m going to have Margaret shoot one of you in the face. If any of you tries to escape we will torture and execute you. Then we’ll massacre the rest in a blaze of glory."
3,4,,He walks off.
3,4,,
3,4,DEE,Shit. I think he means it.
3,4,,
3,4,DENNIS,He’s never gonna get those demands.
3,4,,
3,4,MAC,There’s no way they’re going to get a Planet Hollywood jacket. Those places don’t even exist anymore.
3,4,,77..
3,4,,
3,4,DEE,"Guys, this is serious. We have to stick together. We need to be careful about Stockholm Syndrome."
3,4,,
3,4,CHARLIE,Stockholm Syndrome? Does that start with a sore throat? Because my throat is killing me. I think I may be getting it.
3,4,,
3,4,DEE,"No, you’re not, Charlie."
3,4,,
3,4,CHARLIE,"I’m sorry, Dee, but are you a doctor? I don’t think you’re qualified to tell me whether or not I’m coming down with Stockholm Syndrome."
3,4,,
3,4,DEE,No. Stockholm Syndrome messes with your mind. You empathize then start to side with the people taking you hostage. We could end up turning on each other.
3,4,,
3,4,DENNIS,Dee is right. We need to watch out for each other. The only way we’re gonna get through this is if we stick together. Nobody has to die.
3,4,,INT. BATHROOM - MOMENTS LATER (DAY 1)
3,4,,Dennis has pulled Dee into the bathroom.
3,4,,
3,4,DENNIS,Somebody has to die.
3,4,,
3,4,DEE,Right.
3,4,,
3,4,DENNIS,It doesn’t have to be one of us.
3,4,,
3,4,DEE,We have the most to live for.
3,4,,
3,4,DENNIS,"I mean, I don’t want anybody to die, but if it’s gotta be somebody, it may as well be Mac or Charlie. What do they have to live for?"
3,4,,88..
3,4,,
3,4,DEE,Nothing.
3,4,,
3,4,DENNIS,Okay. Then we need to make a pact. No matter what happens you and I have to stick together.
3,4,,
3,4,DEE,Then we can subtly shift attention away from us and onto those guys. We’ll make an alliance.
3,4,,INT. PADDY’S - LATER (DAY 1)
3,4,,Dee has pulled Charlie aside.
3,4,,
3,4,DEE,Dennis is gonna try to have you killed.
3,4,,
3,4,CHARLIE,I can’t say that surprises me.
3,4,,
3,4,DEE,He’s gonna sell us all down the river.
3,4,,
3,4,CHARLIE,You think we should take him out?
3,4,,
3,4,DEE,"Look, I don’t want anybody to die. All I’m saying is that if somebody has to die, it may as well be Dennis."
3,4,,
3,4,CHARLIE,He’s had a full life. It’s been a good ride.
3,4,,
3,4,DEE,A great ride.
3,4,,
3,4,CHARLIE,I’ve had a terrible ride.
3,4,,
3,4,DEE,You’ve had the worst ride. You deserve to have another shot at the ride. So no matter what happens you and I need to stick together.
3,4,,
3,4,CHARLIE,Okay. What about Mac? We gotta get to him before Dennis does.
3,4,,99..
3,4,,
3,4,MAC,Mac will be with us.
3,4,,INT. ANOTHER PART OF THE BAR - LATER (DAY 1)
3,4,,Mac is crouching down. Talking into the radio.
3,4,,
3,4,MAC,Frank. Come in Frank. The McPoyle’s have taken us hostage and they’re gonna kill everybody. It’s too late for them. Climb down that vent and come get me outta here.
3,4,,INTERCUT WITH:
3,4,,INT. AIR DUCT - SAME (DAY 1)
3,4,,"Frank is crammed into a dark, tight air shaft. He’s using a lighter for illumination a la John McClane."
3,4,,
3,4,FRANK,"Jesus Christ, where have you been? I’ve been calling you for the past twenty minutes. I’m lost up here."
3,4,,MAC
3,4,,The McPoyles have taken over the bar. They’re threatening to kill one of us. Come save me.
3,4,,
3,4,FRANK,Shit.
3,4,,Frank thinks a second.
3,4,,
3,4,MAC,I know. Come save me.
3,4,,
3,4,FRANK,Not until I get that will. I’ll help you after I get the will safe and secure.
3,4,,
3,4,MAC,Can’t we do that some other time?
3,4,,
3,4,FRANK,This is even more of a reason to get that document. Who knows how this thing’s gonna shake out. You help me. I’ll help you.
3,4,,1100..
3,4,,INT. PADDY’S PUB - SAME (DAY 1)
3,4,,Liam calls out from the other side of the bar.
3,4,,
3,4,LIAM,Everybody gather around!
3,4,,
3,4,MAC,Gotta go. I’ll call you back.
3,4,,Mac switches off the walkie and gets up.
3,4,,INT. PADDY’S - MOMENTS LATER (DAY 1)
3,4,,Liam addresses the gang who are lined up side by side.
3,4,,LIAM
3,4,,"Alright, everybody, listen up. There’s no way they’re gonna be able to meet our demands. The next phase of our plan shall be executed."
3,4,,Charlie pushes Dee out in front.
3,4,,
3,4,CHARLIE,Make it quick.
3,4,,
3,4,LIAM,"No. It’s only been ten minutes, Charlie."
3,4,,Dee walks back in line.
3,4,,
3,4,DEE,"Okay, buddy. Is that how we’re gonna play? No problem."
3,4,,
3,4,RYAN,We’re gonna have to create an escape route.
3,4,,
3,4,LIAM,You guys are gonna dig a hole that goes straight through to the building next door. Then we’ll go up to the roof and make our escape by helicopter.
3,4,,
3,4,DEE,Why don’t you just blast your way out the front door and use Charlie as a human shield?
3,4,,1111..
3,4,,
3,4,CHARLIE,Why should I be the human shield? Mac should be the shield. He’s widest.
3,4,,
3,4,MAC,I am most certainly not an adequate shield. Dee would make the best human shield and everybody knows it.
3,4,,
3,4,DENNIS,True. Dee’s got the most square footage out of all of us. She’d make the best shield.
3,4,,
3,4,MAC,It’s a no brainer. I vote Dee.
3,4,,
3,4,CHARLIE,I second it.
3,4,,
3,4,DENNIS,"Then it’s settled. Dee’s the human shield. Thanks for risking your life, sis. We’ll never forget you."
3,4,,Ryan points the shotgun at the gang.
3,4,,
3,4,RYAN,You’re digging a hole.
3,4,,
3,4,LIAM,"Here’s how we’re gonna do this. Two of you will dig, while two of you rest, and then you’ll switch."
3,4,,
3,4,DEE,I volunteer to rest first.
3,4,,
3,4,DENNIS,Bullshit. You can’t volunteer to rest.
3,4,,
3,4,DEE,You can be on my dig team if you want. Either way my team rests first. I called it.
3,4,,
3,4,DENNIS,Then it’s settled. I’m on your team. We’ll rest while Charlie and Mac dig.
3,4,,
3,4,MAC,"You’re teaming up with Dee instead of me? Some loyalty, bro."
3,4,,1122..
3,4,,
3,4,CHARLIE,"You don’t want to be on my dig team, Mac?"
3,4,,
3,4,MAC,"Easy, buddy. I never said that. The syndrome’s making you all paranoid."
3,4,,
3,4,CHARLIE,"Sorry, man. You’re right. You know... I’m feeling dizzy, too."
3,4,,
3,4,MAC,Maybe you should sit down.
3,4,,"Look, guys, Charlie’s coming down with a nasty case of Stockholm Syndrome. And I don’t think you wanna room full of sick hostages. Our team should rest first."
3,4,,
3,4,LIAM,Fine. Whatever. Dennis and Dee are digging first.
3,4,,You guys go rest up in the bathroom.
3,4,,
3,4,MAC,Nice. You mind if I grab a couple of beers? I think we’ll feel a lot more relaxed if we can have some beers back there.
3,4,,
3,4,CHARLIE,Maybe I should get a cooler with some ice.
3,4,,
3,4,MAC,Good idea.
3,4,,
3,4,RYAN,No.
3,4,,
3,4,CHARLIE,Come on man. Use your head. How are we gonna keep the beers cold without a cooler?
3,4,,
3,4,DEE,Charlie’s right. You gotta have the cooler.
3,4,,
3,4,DENNIS,I agree. All in favor.
3,4,,"Mac, Dennis, Dee, Charlie and Margaret raise their hands."
3,4,,1133..
3,4,,
3,4,DENNIS,"Great, then it’s settled. Charlie go get a cooler."
3,4,,
3,4,RYAN,"Don’t move, Charlie! No beer! No cooler! Margaret put your hand down."
3,4,,
3,4,MAC,Your sister agrees with us.
3,4,,
3,4,LIAM,She’s deaf and mute. She only raised her hand because you guys did.
3,4,,
3,4,CHARLIE,Really? Let’s try it again.
3,4,,They all raise their hands. Margaret does the same.
3,4,,
3,4,DEE,Well that’s fascinating.
3,4,,
3,4,DENNIS,Really cool.
3,4,,
3,4,MAC,I wonder what else we could get her to do.
3,4,,
3,4,CHARLIE,Let’s all blink really fast.
3,4,,
3,4,RYAN,Everybody put your hands down! Stop blinking! Leave Margaret alone!
3,4,,
3,4,LIAM,You two are in the bathroom.
3,4,LIAM,"You two grab some shovels. Ryan, crank the heat all the way up. We’re gonna make this place hot and clammy, just the way the McPoyles like it."
3,4,,CUT TO:
3,4,,INT. THE VENTS - SAME (DAY 1)
3,4,,Frank finds some writing on one of the vents.
3,4,,1144..
3,4,,
3,4,FRANK,Here we go. Charlie what are you trying to tell me?
3,4,,He reads.
3,4,,
3,4,FRANK,“If here by now then bad place be. Trouble time for you when heat comes.” Jesus Christ the kid’s an idiot.
3,4,,A loud burst of air shoots through the vents. The ducts shudder and rock. Frank is blasted with wind.
3,4,,
3,4,FRANK,Oh shit.
3,4,,INT. BATHROOM - LATER (DAY 1)
3,4,,Charlie covers his mouth with his hand as he talks to Mac. Margaret stands guard.
3,4,,
3,4,CHARLIE,I think I need to get to a hospital before this syndrome gets any worse.
3,4,,
3,4,,Why are you covering your mouth?
